FID,Block Number,x1,y1,dma,Subscription Number,zone,status
536,778,32.91329728,24.09174368,2,12785,1035,water
537,779,32.91353668,24.09150169,2,611727,1035,water
538,780,32.91362655,24.0914965,2,15853,1035,water
539,781,32.91359633,24.0916324,2,722234,1035,water
540,782,32.91372222,24.09167302,2,0,1035,illegal
541,783,32.91374463,24.09157201,2,15915,1035,water
542,784,32.91373912,24.09142976,2,7069,1035,water
543,785,32.91382649,24.09142911,2,15851,1035,water
544,786,32.9139412,24.09141214,2,33930,1035,water
545,787,32.91393451,24.09156555,2,21139,1035,water
546,788,32.91376616,24.09177841,2,726949,1035,water
547,789,32.91367296,24.09176678,2,603666,1035,water
548,790,32.91358989,24.09172471,2,24694,1035,water
549,791,32.91365609,24.09190772,2,618078,1035,water
550,793,32.91391569,24.09200746,2,23402,1035,water
551,795,32.91383716,24.09221695,2,716688,1035,water
552,797,32.91394631,24.09223867,2,715914,1035,water
553,798,32.91386774,24.09235719,2,47318,1035,water
554,801,32.91353135,24.09236474,2,12934,1035,water
555,805,32.91376742,24.09251265,2,23365,1035,water
556,806,32.91394592,24.09254009,2,23350,1035,water
557,807,32.91409761,24.0925513,2,64165,1035,water
558,808,32.9141681,24.09245065,2,23351,1035,water
559,809,32.91408595,24.09232316,2,24708,1035,water
560,812,32.9141976,24.09231289,2,62976,1035,water
561,813,32.9143108,24.09228562,2,55264,1035,water
562,814,32.91430011,24.09237989,2,62534,1035,water
563,816,32.91444016,24.09250267,2,716089,1035,water
564,817,32.91448488,24.09260854,2,23278,1035,water
565,818,32.91439331,24.09261042,2,49362,1035,water
566,819,32.91427797,24.09253862,2,715965,1035,water
567,821,32.91408159,24.09205334,2,0,1035,non-user
568,823,32.91395553,24.09176106,2,0,1035,non-user
569,824,32.91412519,24.09187887,2,276870,1035,water
570,825,32.91420501,24.09195165,2,50364,1035,water
571,826,32.91431844,24.09196834,2,715959,1035,water
572,827,32.91444834,24.09188001,2,719900,1035,water
573,828,32.91427352,24.09175706,2,45277,1035,water
574,829,32.91416021,24.09173012,2,15942,1035,water
575,830,32.91420829,24.0916258,2,716958,1035,water
576,831,32.91414165,24.09154323,2,30417,1035,water
577,832,32.91414157,24.0914626,2,44691,1035,water
578,833,32.91416773,24.09138576,2,15803,1035,water
579,834,32.91411159,24.09129529,2,611176,1035,water
580,835,32.91395409,24.09125527,2,15852,1035,water
581,836,32.91382925,24.09125371,2,33931,1035,water
582,837,32.91373058,24.09131627,2,610374,1035,water
583,838,32.91361956,24.0913407,2,0,1035,non-user
584,839,32.9137198,24.09125017,2,21148,1035,water
585,840,32.9140751,24.09117976,2,14410,1035,water
586,841,32.91416237,24.09119293,2,71934,1035,water
587,842,32.91423713,24.09127085,2,14243,1035,water
588,843,32.91434817,24.09128875,2,14524,1135,water
589,844,32.91446986,24.09125579,2,17161,1135,water
590,845,32.91451553,24.09132185,2,0,1035,non-user
591,846,32.91437585,24.09139044,2,49532,1035,water
592,847,32.91444046,24.09144128,2,0,1035,illegal
593,848,32.91450732,24.09152687,2,603818,1035,water
594,849,32.91458486,24.09159426,2,45350,1135,water
595,850,32.91461928,24.09174217,2,46400,1035,water
596,852,32.91473044,24.09190783,2,44905,1135,water
597,853,32.91478908,24.09196146,2,70917,1135,water
598,854,32.9148294,24.09205981,2,17788,1135,water
599,855,32.91471775,24.09207543,2,610549,1135,water
600,856,32.91460454,24.0921713,2,49870,1135,water
601,857,32.91465267,24.09227665,2,24044,1135,water
602,858,32.91476842,24.09225369,2,0,1135,illegal
603,859,32.91489655,24.09223875,2,70917,1135,water
604,860,32.91492983,24.09235058,2,69541,1135,water
605,861,32.91481533,24.09237933,2,16794,1035,water
606,862,32.91468194,24.09241414,2,722265,1035,water
607,863,32.91459246,24.09244237,2,24247,1035,water
608,864,32.91455699,24.09230432,2,0,1135,illegal
609,865,32.91444892,24.09232428,2,23369,1035,water
610,867,32.91457116,24.09209139,2,0,1135,non-user
611,868,32.91442886,24.09215366,2,715982,1035,water
612,869,32.9144862,24.09201117,2,717297,1035,water
613,870,32.91429074,24.09212553,2,23375,1035,water
614,871,32.91417532,24.09209687,2,621631,1035,water
615,872,32.91483772,24.09250951,3,33933,1035,water
616,873,32.9149644,24.09246516,3,668031,1135,water
617,874,32.91499643,24.09252293,3,17521,1135,water
618,875,32.91502596,24.09259371,3,24291,1135,water
619,876,32.9150687,24.09267322,3,0,1135,water
620,877,32.91497885,24.0927239,3,0,1035,water
621,878,32.91491662,24.09276413,3,30156,1035,water
622,879,32.91483034,24.09281156,3,0,1035,water
623,880,32.91474984,24.09286326,3,0,1035,non-user
624,881,32.9146986,24.0929109,3,0,1035,illegal
625,882,32.91467921,24.09298102,3,0,1035,water
626,883,32.91461594,24.09293811,3,73483,1035,water
627,884,32.91456136,24.09290105,3,54772,1035,water
628,885,32.91437877,24.0928619,3,718876,1035,water
629,887,32.9141427,24.09288276,3,0,1035,non-user
630,888,32.91414398,24.09296447,3,22159,1035,water
631,889,32.91399752,24.09289894,3,715947,1035,water
632,890,32.91386823,24.09290812,3,54548,1035,water
633,891,32.91402212,24.09273342,3,716410,1035,water
634,892,32.91416772,24.09274475,3,33421,1035,water
635,893,32.91432449,24.09273571,3,45241,1035,water
636,894,32.9144812,24.092763,3,48625,1035,water
637,895,32.91461273,24.0928014,3,0,1035,illegal
638,896,32.9146786,24.09269473,3,0,1035,illegal
639,898,32.91465404,24.09255167,3,0,1035,illegal
640,899,32.91472204,24.09262423,3,27947,1035,water
641,900,32.91489755,24.0926572,3,45226,1035,water
642,901,32.91486582,24.09258045,3,69943,1035,water
643,902,32.91509909,24.09277824,3,0,1135,illegal
644,903,32.91513973,24.09286697,3,30976,1135,water
645,904,32.91499493,24.09300167,3,0,1035,illegal
646,905,32.91498609,24.09320192,3,0,1135,illegal
647,906,32.91509907,24.09317234,3,722277,1035,water
648,907,32.91520881,24.09301986,3,0,1135,illegal
649,908,32.9152391,24.09333522,3,0,1135,illegal
650,909,32.91509759,24.09339823,3,0,1135,illegal
651,910,32.91500896,24.09343516,3,24379,1135,water
652,911,32.91485293,24.09344904,3,24183,1035,water
653,912,32.9148873,24.09336795,3,73048,1035,water
654,913,32.91487465,24.09331342,3,22933,1035,water
655,914,32.9148697,24.09325049,3,24215,1035,water
656,915,32.9148678,24.09317572,3,24416,1035,water
657,916,32.91486642,24.09310081,3,915,1035,water
658,917,32.91490839,24.09294554,3,717890,1135,water
659,918,32.91500687,24.09288546,3,55733,1135,water
660,919,32.91475105,24.09310395,3,30093,1035,water
661,920,32.91473125,24.093253,3,30852,1035,water
662,921,32.91473005,24.09334406,3,24370,1035,water
663,922,32.91472564,24.09341774,3,22377,1035,water
664,923,32.91457971,24.09342294,3,22339,1035,water
665,924,32.91445759,24.0934094,3,22372,1035,water
666,925,32.91450892,24.0932713,3,55059,1035,water
667,926,32.91460007,24.09333176,3,0,1035,illegal
668,927,32.91463057,24.09325641,3,27145,1035,illegal
669,928,32.91461485,24.09318354,3,27145,1035,water
670,929,32.91468955,24.09315755,3,0,1035,illegal
671,930,32.91461346,24.09304707,3,603478,1035,water
672,931,32.91453036,24.09309601,3,724123,1035,water
673,932,32.91447015,24.09306298,3,68037,1135,water
674,934,32.91454639,24.09300374,3,44156,1035,water
675,936,32.91434406,24.09330957,3,45101,1035,water
676,937,32.9143315,24.09339318,3,603578,1035,water
677,938,32.91432253,24.09345418,3,22385,1035,water
678,939,32.91421511,24.09347383,3,24865,1035,water
679,940,32.91410956,24.09347384,3,30621,1035,water
680,941,32.91402315,24.09344208,3,30621,1035,water
681,942,32.91393763,24.09344378,3,716678,1035,water
682,943,32.91411465,24.09337386,3,0,1035,illegal
683,944,32.91421643,24.09337047,3,663368,1035,water
684,945,32.91430228,24.09317189,3,45016,1035,water
685,946,32.91419713,24.09319513,3,715978,1035,water
686,947,32.91411558,24.09321997,3,69328,1035,water
687,948,32.91406306,24.09322154,3,0,1035,illegal
688,949,32.91410678,24.09312799,3,24862,1035,water
689,950,32.91411834,24.09304959,3,46416,1035,water
690,951,32.91421658,24.09308754,3,716955,1035,water
691,953,32.91429171,24.09300502,3,44482,1035,water
692,954,32.91431332,24.09309908,3,717884,1035,water
693,955,32.91397159,24.09303076,3,13796,1035,water
694,956,32.91394337,24.09310661,3,44421,1035,water
695,958,32.91390438,24.09325125,3,16131,1035,water
696,959,32.91376669,24.0930773,3,4328,1035,water
697,960,32.91377822,24.09271244,3,0,1035,illegal
698,961,32.91377283,24.09277561,3,644883,1035,water
699,962,32.91371208,24.09284826,3,0,1035,non-user
700,963,32.91367047,24.0929465,3,716676,1035,water
701,964,32.91359952,24.09293157,3,70276,1035,water
702,966,32.91345689,24.09290036,2,46303,1035,water
703,967,32.91343358,24.09298206,2,44169,1035,water
704,973,32.91329768,24.09311058,2,24807,1035,water
705,974,32.9133718,24.09312445,2,54898,1035,water
706,976,32.91342814,24.09318048,2,30572,1035,water
707,980,32.91371537,24.09332458,3,0,1035,non-user
708,982,32.91359971,24.0932881,3,610113,1035,water
709,983,32.91345286,24.09351462,3,19567,1035,water
710,984,32.91360814,24.0935399,3,13477,1035,water
711,985,32.91373518,24.09358292,3,659804,1035,water
712,986,32.91382722,24.09359487,3,17729,1035,water
713,991,32.91400705,24.09359454,3,50812,1035,water
714,992,32.91399402,24.09367366,3,0,1035,illegal
715,993,32.91393523,24.0936252,3,30705,1035,water
716,994,32.91413167,24.09359519,3,22385,1035,water
717,995,32.91410795,24.09367793,3,20762,1035,water
718,996,32.91425839,24.09363092,3,22595,1035,water
719,997,32.91434429,24.09363558,3,30221,1035,water
720,999,32.91446414,24.09357364,3,24265,1035,water
721,1000,32.91446856,24.09365928,3,22433,1035,water
722,1001,32.91461585,24.09366857,3,50812,1035,water
723,1002,32.91462272,24.09360278,3,0,1035,illegal
724,1003,32.91462114,24.09354411,3,66210,1035,water
725,1004,32.91472178,24.09354335,3,0,1035,water
726,1005,32.91471729,24.09360646,3,44906,1035,water
727,1006,32.9147039,24.09367921,3,72682,1035,water
728,1007,32.9146453,24.09375857,3,24185,1035,water
729,1008,32.91462518,24.09386628,3,0,1035,water
730,1009,32.91451925,24.09389771,3,67561,1035,water
731,1010,32.91434046,24.09387462,3,0,1035,illegal
732,1011,32.91425513,24.09386632,3,19600,1035,water
733,1012,32.91417375,24.09385687,3,2906,1035,water
734,1013,32.91407747,24.09383626,3,19954,1035,water
735,1014,32.91399561,24.09382418,3,603390,1035,water
736,1015,32.91447149,24.09381525,3,19603,1035,water
737,1016,32.91434526,24.0937437,3,0,1035,non-user
738,1017,32.9142449,24.093736,3,19575,1035,water
739,1018,32.91337787,24.09377503,3,8867,1035,water
740,1019,32.91352456,24.09380204,3,24675,1035,water
741,1020,32.91366805,24.09383083,3,0,1035,non-user
742,1021,32.9136219,24.09399492,3,44935,1035,water
743,1022,32.91351379,24.09396769,3,30600,1035,water
744,1023,32.91333838,24.09392098,3,0,1035,non-user
745,1024,32.91382261,24.09380707,3,61390,1035,water
746,1025,32.91396054,24.09394802,3,45680,1035,water
747,1026,32.91404665,24.09397065,3,49531,1035,water
748,1027,32.91413212,24.09398906,3,29093,1035,water
749,1028,32.91422138,24.094003,3,44800,1035,water
750,1029,32.9143279,24.09400115,3,45728,1035,water
751,1030,32.91443781,24.09400122,3,45728,1035,water
752,1031,32.91453762,24.09401119,3,37851,1035,water
753,1032,32.91464525,24.09406114,3,17543,1035,water
754,1034,32.91451613,24.09409797,3,17079,1035,water
755,1035,32.914396,24.09409344,3,49589,1035,water
756,1036,32.9143,24.09410442,3,17078,1035,water
757,1037,32.91420973,24.09410751,3,29597,1035,water
758,1038,32.91411013,24.09409393,3,21437,1035,water
759,1039,32.9140402,24.09408223,3,24461,1035,water
760,1040,32.91392916,24.09405768,3,18266,1035,water
761,1041,32.91383627,24.09404347,3,30401,1035,water
762,1042,32.91373988,24.09402628,3,29434,1035,water
763,1043,32.9137783,24.09390928,3,19457,1035,water
764,1044,32.9147879,24.09413451,3,50638,1035,water
765,1045,32.91480034,24.09403813,3,17113,1035,water
766,1046,32.91487728,24.09401705,3,0,1035,non-user
767,1047,32.91494829,24.09402515,3,0,1035,non-user
768,1048,32.91499369,24.09391951,3,717953,1035,water
769,1049,32.91489779,24.09385923,3,17101,1035,water
770,1050,32.91480257,24.09385548,3,17100,1035,water
771,1051,32.91491682,24.09378258,3,24417,1035,water
772,1052,32.91485853,24.09358478,3,24856,1035,water
773,1053,32.91498073,24.09357821,3,24181,1135,water
774,1054,32.91513016,24.09355914,3,717398,1035,water
775,1055,32.91528347,24.09349167,3,724556,1035,water
776,1056,32.91529719,24.09356583,3,21672,1135,water
777,1057,32.91522981,24.09365193,3,0,1035,illegal
778,1058,32.91530234,24.09373775,3,719903,1035,water
779,1059,32.9153003,24.09384871,3,17642,1135,water
780,1060,32.9153101,24.09392814,3,17664,1135,water
781,1061,32.91535307,24.09400204,3,719848,1035,water
782,1062,32.91525411,24.09416123,3,17454,1035,water
783,1065,32.91508514,24.09411965,3,24449,1135,water
784,1066,32.91499231,24.09416185,3,24679,1035,water
785,1067,32.91493501,24.09414696,3,0,1035,non-user
786,1068,32.914859,24.09413938,3,29833,1035,water
787,1069,32.91520504,24.0943577,3,45413,1035,water
788,1070,32.91518772,24.09442679,3,0,1035,illegal
789,1071,32.91505276,24.09439823,3,18793,1035,water
790,1072,32.91498855,24.09439213,3,718787,1035,water
791,1073,32.91490531,24.09438466,3,717376,1035,water
792,1074,32.91482455,24.09437852,3,0,1035,illegal
793,1075,32.91475515,24.09440253,3,30331,1035,water
794,1076,32.91462957,24.09440402,3,718804,1035,water
795,1077,32.91453276,24.09438418,3,17385,1035,water
796,1078,32.91460293,24.09431705,3,30060,1035,water
797,1079,32.91461049,24.09422697,3,0,1035,illegal
798,1080,32.91475773,24.09426009,3,718902,1035,water
799,1081,32.91485953,24.09427602,3,17066,1035,water
800,1082,32.91495199,24.09429504,3,716658,1035,water
801,1083,32.91504082,24.0943121,3,0,1035,water
802,1084,32.91522444,24.09457544,3,0,1035,water
803,1085,32.91525729,24.09468369,3,49589,1134,water
804,1086,32.91516676,24.09468141,3,37793,1134,water
805,1087,32.91505943,24.09468018,3,24703,1035,water
806,1088,32.91505655,24.09458859,3,635801,1035,water
807,1089,32.91512104,24.09458862,3,0,1035,non-user
808,1090,32.91496969,24.09453442,3,19918,1035,water
809,1091,32.91491318,24.09464441,3,0,1035,
810,1092,32.91482192,24.09463314,3,17373,1035,water
811,1093,32.91473627,24.09461713,3,46132,1035,water
812,1094,32.91466742,24.094609,3,30215,1035,water
813,1095,32.91460079,24.09459464,3,717109,1035,water
814,1096,32.91453107,24.09457683,3,30371,1035,water
815,1097,32.91446305,24.09456701,3,73796,1035,water
816,1098,32.91439783,24.09455414,3,19918,1035,water
817,1099,32.91445178,24.09446705,3,609747,1035,water
818,1100,32.91454017,24.09448601,3,17374,1035,water
819,1101,32.9146513,24.09451143,3,73121,1035,water
820,1102,32.91473856,24.09451064,3,0,1035,water
821,1103,32.9147982,24.09451778,3,47679,1035,water
822,1104,32.91488715,24.09452604,3,23265,1035,water
823,1105,32.91446677,24.09421875,3,45554,1035,water
824,1106,32.91441688,24.09435121,3,15891,1035,water
825,1107,32.91433997,24.09432937,3,15997,1035,water
826,1109,32.91418776,24.09432057,3,15820,1035,water
827,1110,32.91407416,24.09431428,3,70817,1035,water
828,1111,32.91407589,24.09422456,3,716692,1035,water
829,1112,32.91418406,24.09422714,3,44441,1035,water
830,1113,32.91429351,24.09427099,3,15957,1035,water
831,1114,32.91434705,24.09444833,3,24728,1035,water
832,1115,32.91425083,24.09454341,3,0,1035,water
833,1116,32.91421825,24.09460552,3,29750,1035,water
834,1117,32.914112,24.09467072,3,15815,1035,water
835,1118,32.91408713,24.09475063,3,22175,1035,water
836,1119,32.91402134,24.09472071,3,15843,1035,water
837,1120,32.91396651,24.09469268,3,37165,1035,water
838,1121,32.91388591,24.09464902,3,33947,1035,water
839,1122,32.9137971,24.09460136,3,49326,1035,water
840,1123,32.9137097,24.09456419,3,0,1035,
841,1124,32.91361948,24.0945159,3,30272,1035,water
842,1125,32.91347358,24.09451545,3,11954,1035,water
843,1126,32.91340754,24.09451344,3,14304,1035,water
844,1127,32.91333107,24.0945433,3,11990,1035,water
845,1128,32.91322629,24.09454213,3,0,1035,non-user
846,1129,32.91312472,24.09450998,3,15881,1035,water
847,1131,32.91322722,24.09447266,3,11917,1035,water
848,1132,32.9133311,24.09448083,3,12817,1035,water
849,1136,32.91371723,24.09449096,3,12802,1035,water
850,1137,32.91382794,24.09450896,3,603516,1035,water
851,1138,32.91391773,24.09453453,3,45705,1035,water
852,1139,32.9139997,24.09454664,3,11967,1035,water
853,1140,32.91410485,24.09458737,3,15927,1035,water
854,1141,32.91412375,24.09451644,3,717354,1035,water
855,1142,32.91403787,24.09440787,3,11983,1035,water
856,1143,32.91414427,24.09443355,3,11985,1035,water
857,1144,32.91421791,24.09444806,3,44784,1035,water
858,1145,32.91427719,24.0944536,3,15894,1035,water
859,1146,32.91393341,24.09421839,3,11964,1035,water
860,1147,32.91392526,24.0943102,3,24228,1035,water
861,1148,32.91391853,24.09439392,3,24276,1035,water
862,1149,32.91378889,24.09436548,3,30707,1035,water
863,1150,32.91372601,24.09433947,3,717298,1035,water
864,1151,32.91364373,24.09438444,3,58684,1035,water
865,1152,32.91356412,24.09438164,3,67537,1035,water
866,1153,32.91346429,24.09440506,3,14048,1035,water
867,1154,32.91330381,24.09438869,3,11918,1035,water
868,1155,32.91316288,24.09436548,3,12033,1035,water
869,1156,32.91319111,24.09428274,3,11878,1035,water
870,1157,32.91329421,24.09430613,3,11878,1035,water
871,1158,32.91348852,24.09433655,3,17296,1035,water
872,1159,32.91357813,24.09424224,3,17315,1035,water
873,1160,32.91346174,24.09422626,3,17375,1035,water
874,1161,32.9134022,24.09421067,3,0,1035,illegal
875,1162,32.91328197,24.09411623,3,9279,1035,water
876,1163,32.91343493,24.09408614,3,17378,1035,water
877,1164,32.91351247,24.09412987,3,11969,1035,water
878,1165,32.91359314,24.09415728,3,48544,1035,water
879,1166,32.91367195,24.09417812,3,11982,1035,water
880,1167,32.91365376,24.0942794,3,24275,1035,water
881,1168,32.91379125,24.09424816,3,717300,1035,water
882,1169,32.91380484,24.09419027,3,0,1035,illegal
883,1170,32.91309879,24.09417493,3,9400,1035,water
884,1171,32.91306471,24.09427647,3,716682,1035,water
885,1172,32.91304006,24.09434668,3,635678,1035,water
886,1173,32.91301692,24.09442317,3,59602,1035,water
887,1174,32.91302923,24.09450057,3,0,1035,illegal
888,1175,32.9130184,24.09455565,3,0,1035,non-user
889,1176,32.91296121,24.09451757,3,0,1035,water
890,1177,32.9143568,24.09464823,3,74079,1035,water
891,1178,32.9144622,24.09470604,3,15861,1035,water
892,1179,32.91462241,24.09472234,3,19755,1035,water
893,1180,32.91475328,24.0947359,3,0,1035,illegal
894,1181,32.91472926,24.0948277,3,1181,1035,water
